dokument_aar,dokument_nr,embete,sidetall,index,type,height,width,x,y
1981,1371,67,1,1,PERSONNUMMER,11.31578947368422,34.21052631578945,215.5263157894736,240.7894736842104
1981,1721,101,1,0,PERSONNUMMER,13.333376281354385,52.777899608355405,264.4443226138669,585.5555555555555
1981,1721,101,1,1,PERSONNUMMER,11.666666666666629,57.77777777777783,469.44444444444446,564.4444444444445
1980,1381,61,1,0,PERSONNUMMER,13.888888888888914,38.33333333333337,290.0,249.44444444444449
1980,1381,61,1,1,PERSONNUMMER,12.777777777777771,40.0,543.8888888888889,250.0
1980,1381,61,1,2,PERSONNUMMER,13.333333333333371,48.333333333333314,408.33333333333337,310.0
1984,409585,90,1,0,PERSONNUMMER,9.444444444444455,32.7777777777778,148.88888888888889,257.77777777777777
1981,9909,49,1,0,PERSONNUMMER,10.78947368421052,36.57894736842104,255.2631578947367,219.7368421052631
1981,9909,49,1,1,PERSONNUMMER,11.31578947368422,36.31578947368419,145.26315789473676,238.68421052631567
1981,9909,49,1,2,PERSONNUMMER,11.052631578947398,34.73684210526312,344.2105263157893,256.84210526315775
1981,5193,13,1,0,PERSONNUMMER,11.052631578947365,43.9473684210526,403.1578947368419,35.26315789473683
1981,4024,57,1,0,PERSONNUMMER,11.666666666666686,37.77777777777777,435.0,148.88888888888889
1981,4024,57,1,1,PERSONNUMMER,11.666666666666686,37.22222222222217,435.5555555555556,167.77777777777777
1981,3907,90,1,0,PERSONNUMMER,10.78947368421052,36.31578947368416,481.8421052631577,307.10526315789457
1981,3907,90,1,1,PERSONNUMMER,10.526315789473642,36.31578947368416,481.8421052631577,326.84210526315775
1981,3907,90,1,2,PERSONNUMMER,11.842105263157862,33.9473684210526,482.6315789473682,415.26315789473665
1981,3907,90,1,3,PERSONNUMMER,12.10526315789474,35.5263157894737,482.1052631578945,433.42105263157873
1981,15613,102,1,0,PERSONNUMMER,12.777777777777771,38.33333333333337,447.22222222222223,148.33333333333334
1981,15613,102,1,1,PERSONNUMMER,12.222222222222229,38.333333333333314,433.8888888888889,238.88888888888889
1981,15613,102,1,2,PERSONNUMMER,11.111111111111086,37.22222222222223,428.33333333333337,608.3333333333334
1981,15613,102,1,3,PERSONNUMMER,13.888888888888914,44.44444444444443,228.33333333333337,755.5555555555555
1981,15613,102,1,4,PERSONNUMMER,15.555555555555545,58.333333333333314,486.11111111111114,753.3333333333334
2023,73325,200,1,0,PERSONNUMMER,8.333333333333371,25.5555555555556,405.0,305.55555555555554
2023,73325,200,1,1,PERSONNUMMER,9.444444444444455,24.444444444444457,404.44444444444446,320.55555555555554
2023,73325,200,1,2,PERSONNUMMER,9.999999999999998,24.444649324369127,208.3331284534088,584.444444444444
2023,73325,200,1,3,PERSONNUMMER,8.333333333333258,25.555555555555543,207.7777777777778,601.6666666666667
2023,73325,200,1,4,PERSONNUMMER,8.888888888888802,25.55596531540479,76.1107013512619,697.2222222222229
2023,73325,200,1,5,PERSONNUMMER,8.333333333333371,25.0,76.66666666666667,712.7777777777778
1981,16389,100,1,0,PERSONNUMMER,13.333333333333345,37.77777777777783,529.4444444444445,145.0
1981,6214,29,1,0,PERSONNUMMER,11.578947368421067,36.05263157894734,453.9473684210524,225.7894736842104
1981,6214,29,1,1,PERSONNUMMER,10.52631578947367,35.78947368421052,454.21052631578925,243.94736842105252
1981,6214,29,1,2,PERSONNUMMER,11.05263157894734,35.78947368421052,455.7894736842103,261.5789473684209
1981,6214,29,1,3,PERSONNUMMER,11.31578947368422,36.05263157894734,455.7894736842103,279.736842105263
1981,6214,29,1,4,PERSONNUMMER,10.78947368421052,36.57895823695088,455.526304920944,297.6315789473683
1981,6214,29,1,5,PERSONNUMMER,10.78947368421052,35.78947368421052,453.9473684210524,316.31578947368405
1981,6214,29,1,6,PERSONNUMMER,11.3157894736842,36.84212700021756,453.4210308945198,333.9473684210535
1981,6214,29,1,7,PERSONNUMMER,11.315789473684164,36.57894736842104,455.5263157894735,351.84210526315775
1982,6226,64,1,0,PERSONNUMMER,10.555555555555545,36.66666666666663,323.33333333333337,246.66666666666669
1982,2167,42,2,0,PERSONNUMMER,12.777777777777828,41.111111111111114,186.11111111111111,590.5555555555555
1981,29505,105,1,0,PERSONNUMMER,10.26315789473682,36.052631578947285,537.6315789473682,312.36842105263145
1981,29505,105,1,1,PERSONNUMMER,10.78947368421052,35.52631578947364,537.3684210526313,414.73684210526295
1981,29505,105,1,2,PERSONNUMMER,10.78947368421052,36.052631578947285,536.5789473684208,432.6315789473682
1982,13250,101,1,0,PERSONNUMMER,11.111136894540612,35.55052398059965,424.44481715370085,162.7777863722545
1982,3750,23,1,0,PERSONNUMMER,11.111111111111114,36.111111111111086,420.5555555555556,193.33333333333337
1982,3750,23,1,1,PERSONNUMMER,13.333333333333314,36.11111111111113,110.55555555555556,216.66666666666669
1982,441,74,1,0,PERSONNUMMER,12.222222222222229,35.55555555555557,206.11111111111111,210.55555555555557
1982,441,74,1,1,PERSONNUMMER,10.0,35.0,315.0,252.22222222222223
1982,13868,91,1,0,PERSONNUMMER,11.666666666666686,35.0,540.0,312.22222222222223
1982,13868,91,1,1,PERSONNUMMER,13.333333333333314,36.66666666666663,538.3333333333334,415.5555555555556
1982,13868,91,1,2,PERSONNUMMER,12.777777777777771,36.66666666666663,539.4444444444445,445.0
1982,10740,91,1,0,PERSONNUMMER,10.555555555555545,32.77777777777777,478.33333333333337,247.22222222222223
1983,23684,107,1,0,PERSONNUMMER,12.222222222222229,37.77777777777777,391.6666666666667,162.22222222222223
1983,23684,107,1,1,PERSONNUMMER,12.777777777777771,37.22222222222223,471.6666666666667,198.33333333333337
1983,23684,107,1,2,PERSONNUMMER,11.666666666666655,37.22222222222223,317.77777777777777,216.66666666666669
1982,3122,48,1,0,PERSONNUMMER,12.222222222222229,37.22222222222223,466.11111111111114,196.11111111111111
1982,3122,48,1,1,PERSONNUMMER,12.222222222222229,38.33333333333334,177.77777777777777,250.0
1982,9250,101,1,0,PERSONNUMMER,9.210526315789451,35.78947368421046,448.1578947368419,136.0526315789473
1982,9250,101,1,1,PERSONNUMMER,10.52631578947367,36.05263157894734,426.8421052631577,171.57894736842098
1982,9250,101,1,2,PERSONNUMMER,9.73684210526315,36.05263157894734,440.5263157894735,189.7368421052631
1982,9250,101,1,3,PERSONNUMMER,11.052631578947384,35.26309995277754,505.5263737314329,207.36842105263176
1982,6075,61,1,0,PERSONNUMMER,10.0,32.22222222222223,277.77777777777777,148.88888888888889
1982,6075,61,1,1,PERSONNUMMER,11.111111111111114,29.444444444444457,272.77777777777777,202.22222222222223
1983,300617,3,1,0,PERSONNUMMER,15.555555555555545,36.11111111111114,247.22222222222223,545.0
1983,300617,3,1,1,PERSONNUMMER,18.33333333333337,52.22222222222223,240.0,578.8888888888889
1982,7973,23,1,0,PERSONNUMMER,13.94736842105266,49.73684210526312,319.2105263157893,296.31578947368405
1982,7973,23,1,1,PERSONNUMMER,9.21052631578948,36.05263157894734,468.42105263157873,223.94736842105252
1983,4576,14,1,0,PERSONNUMMER,13.888888888888914,41.111111111111086,489.44444444444446,157.77777777777777
1983,4576,14,1,1,PERSONNUMMER,15.0,38.8888888888889,107.7777777777778,192.7777777777778
1983,4576,14,1,2,PERSONNUMMER,13.333333333333345,38.33333333333337,410.0,193.88888888888889
1983,7598,67,1,0,PERSONNUMMER,16.111111111111143,42.777777777777715,526.6666666666667,350.55555555555554
1983,7598,67,1,1,PERSONNUMMER,11.111111111111086,31.11111111111111,186.11111111111111,686.6666666666667
1983,7598,67,1,2,PERSONNUMMER,9.444444444444455,33.888888888888914,436.6666666666667,682.7777777777778
1983,3855,97,2,0,PERSONNUMMER,13.333333333333371,55.00000000000003,232.22199544501788,615.00010322261
1983,429,43,1,0,PERSONNUMMER,9.444444444444455,37.77777777777777,301.6666666666667,84.44444444444444
1983,25079,106,1,0,PERSONNUMMER,16.666666666666686,49.44444444444446,532.7777777777778,332.22222222222223
1983,3994,78,1,0,PERSONNUMMER,8.68421052631578,34.73684210526312,535.7894736842103,403.42105263157873
1983,4400,16,1,0,PERSONNUMMER,12.777777777777771,36.111111111111086,494.44444444444446,268.8888888888889
1983,4400,16,1,1,PERSONNUMMER,10.5555555555556,36.111111111111086,493.33333333333337,347.77777777777777
1983,3291,36,1,0,PERSONNUMMER,9.444444444444455,35.55555555555557,190.0,246.11111111111111
1983,3291,36,1,1,PERSONNUMMER,10.555555555555545,35.0,543.8888888888889,346.6666666666667
1983,3291,36,2,2,PERSONNUMMER,11.111111111111086,34.4444444444444,430.5555555555556,274.44444444444446
1983,3291,36,2,3,PERSONNUMMER,10.555555555555545,40.0,421.6666666666667,286.11111111111114
1984,33715,100,1,0,PERSONNUMMER,10.0,36.11111111111114,465.0,252.22222222222223
1984,33715,100,1,1,PERSONNUMMER,11.111111111111086,33.88888888888886,465.5555555555556,323.8888888888889
1984,33715,100,1,2,PERSONNUMMER,10.0,36.11111111111114,464.44444444444446,336.6666666666667
1984,33715,100,1,3,PERSONNUMMER,10.555555555555545,35.55555555555554,278.33333333333337,530.5555555555555
1983,311,39,1,0,PERSONNUMMER,10.78947368421052,43.9473684210526,405.7894736842103,134.47368421052624
1983,311,39,1,1,PERSONNUMMER,13.15789473684211,40.0,403.9473684210524,149.2105263157894
1983,311,39,5,2,PERSONNUMMER,8.94736842105262,33.684369267306614,333.1577359958514,251.05263157894717
1983,311,39,5,3,PERSONNUMMER,12.10519751740073,50.0000000000001,218.42105263157964,451.0526972194428
1983,311,39,5,4,PERSONNUMMER,18.15789473684208,62.89473684210526,479.73684210526295,467.1052631578945
1984,106302,58,1,0,PERSONNUMMER,11.111111111111114,31.66666666666663,552.2222222222223,244.44444444444449
1984,106302,58,1,1,PERSONNUMMER,11.111111111111086,32.77777777777783,515.5555555555555,269.44444444444446
1984,106302,58,1,2,PERSONNUMMER,12.777777777777771,33.888888888888914,513.8888888888889,289.44444444444446
1984,106302,58,1,3,PERSONNUMMER,13.333333333333314,39.44444444444446,547.2222222222223,287.22222222222223
1984,14192,100,1,0,PERSONNUMMER,11.111111111111114,30.55555555555557,131.11111111111111,188.33333333333337
1984,2555,55,1,0,PERSONNUMMER,11.666666666666655,36.666666666666686,428.8888888888889,103.8888888888889
1984,2555,55,1,1,PERSONNUMMER,12.777777777777771,37.77777777777783,377.77777777777777,121.11111111111111
1984,2555,55,1,2,PERSONNUMMER,11.111111111111114,35.55555555555554,480.0,140.0
1984,5675,23,1,0,PERSONNUMMER,11.111111111111144,35.55555555555554,293.33333333333337,275.0
1984,5675,23,1,1,PERSONNUMMER,10.555555555555571,41.11111111111114,410.0,248.33333333333337
1984,8877,47,1,0,PERSONNUMMER,10.5555555555556,33.333333333333314,368.8888888888889,265.55555555555554
1984,401737,75,1,0,PERSONNUMMER,12.222222222222229,50.0,368.8888888888889,301.11111111111114
1984,401737,75,2,1,PERSONNUMMER,15.555555555555657,55.0,377.77777777777777,536.1111111111111
1984,401737,75,2,2,PERSONNUMMER,20.0,55.55555555555554,158.33333333333334,745.5555555555555
1984,401737,75,2,3,PERSONNUMMER,18.88888888888891,50.55555555555554,388.8888888888889,745.5555555555555
1985,2641,70,1,0,PERSONNUMMER,16.111111111111086,48.33333333333326,537.2222222222223,306.6666666666667
1985,2641,70,1,1,PERSONNUMMER,18.888888888888857,48.888888888888914,533.8888888888889,411.11111111111114
1984,4462,66,1,0,PERSONNUMMER,11.111111111111144,37.22222222222223,282.22222222222223,330.55555555555554
1984,4462,66,1,1,PERSONNUMMER,11.111111111111144,37.77777777777777,281.6666666666667,342.77777777777777
1984,4462,66,1,2,PERSONNUMMER,10.5555555555556,36.666666666666686,282.77777777777777,355.55555555555554
1984,4462,66,1,3,PERSONNUMMER,10.5555555555556,36.666666666666686,282.77777777777777,367.77777777777777
1984,4462,66,1,4,PERSONNUMMER,10.0,37.22222222222223,282.22222222222223,379.44444444444446
1984,4462,66,1,5,PERSONNUMMER,10.0,36.666666666666686,281.66690886192447,391.66666666666674
1984,4462,66,1,6,PERSONNUMMER,10.555555555555545,36.666666666666686,281.66690886192447,403.3332301107236
1984,4462,66,1,7,PERSONNUMMER,10.0,37.22222222222223,282.22222222222223,416.11111111111114
1984,4462,66,1,8,PERSONNUMMER,10.5555555555556,37.77777777777777,281.6666666666667,427.77777777777777
1985,7228,28,1,0,PERSONNUMMER,10.555555555555545,33.888888888888914,527.7777777777778,299.44444444444446
1985,7228,28,1,1,PERSONNUMMER,11.666666666666686,33.888888888888914,538.3333333333334,406.6666666666667
1985,7228,28,1,2,PERSONNUMMER,10.5555555555556,34.44444444444446,538.3333333333334,420.0
1985,7228,28,2,3,PERSONNUMMER,10.0,31.66666666666669,336.6666666666667,594.4444444444445
1985,5408,15,1,0,PERSONNUMMER,13.333333333333345,37.77777777777777,430.0,158.33333333333334
1985,18654,105,1,0,PERSONNUMMER,10.555555555555545,35.55555555555557,240.55555555555557,264.44444444444446
1985,5210,26,1,0,PERSONNUMMER,16.111111111111086,45.0,430.5555555555556,283.33333333333337
1985,8354,37,1,0,PERSONNUMMER,10.555555555555571,31.66666666666669,335.55555555555554,120.0
1985,8354,37,1,1,PERSONNUMMER,9.444444444444429,30.5555555555556,262.77777777777777,192.7777777777778
1985,8354,37,1,2,PERSONNUMMER,10.0,31.666666666666657,231.11111111111111,210.55555555555557
1985,8354,37,1,3,PERSONNUMMER,10.555555555555545,30.55555555555557,250.55555555555557,228.33333333333337
1985,7619,68,1,0,PERSONNUMMER,10.555555555555545,28.8888888888888,542.2222222222223,411.6666666666667
1985,3405,77,1,0,PERSONNUMMER,11.666666666666655,35.55555555555554,494.44444444444446,180.55555555555557
1985,9695,93,1,0,PERSONNUMMER,11.666666666666629,38.33333333333337,528.8888888888889,385.5555555555556
1985,9784,50,1,0,PERSONNUMMER,11.666666666666671,37.22222222222223,407.77777777777777,95.0
1985,9784,50,1,1,PERSONNUMMER,11.666666666666655,37.22222222222223,348.8888888888889,131.11111111111111
1985,9784,50,1,2,PERSONNUMMER,16.111111111111086,73.33333333333331,475.5555555555556,401.6666666666667
1985,9784,50,1,3,PERSONNUMMER,17.777777777777295,49.44444444444446,463.88888888888914,436.6666666666672
1985,7996,30,1,0,PERSONNUMMER,12.777777777777828,37.22222222222217,537.2222222222223,315.55555555555554
1985,7996,30,1,1,PERSONNUMMER,12.777777777777771,38.888888888888914,535.5555555555555,423.8888888888889
1986,3173,30,1,0,PERSONNUMMER,10.0,35.0,427.77777777777777,135.0
1986,3173,30,1,1,PERSONNUMMER,10.555555555555545,34.4444444444444,400.5555555555556,224.44444444444449
1986,17743,105,1,0,PERSONNUMMER,11.666666666666686,36.11111111111114,501.11111111111114,275.55555555555554
1986,17743,105,1,1,PERSONNUMMER,12.222222222222172,38.33333333333337,498.8888888888889,323.33333333333337
1986,17743,105,1,2,PERSONNUMMER,10.0,37.222222222222285,499.44444444444446,337.22222222222223
1986,1338,72,1,0,PERSONNUMMER,14.999999999999998,47.36846076013905,524.9999602924923,339.99999999999994
1986,1338,72,1,1,PERSONNUMMER,13.15789473684208,41.31578947368416,531.8421052631577,405.7894736842103
1980,410038,90,1,0,PERSONNUMMER,10.129278882197251,31.41043165850525,401.7092965604568,285.5121888928264
1980,410038,90,1,1,PERSONNUMMER,12.777777777777771,31.11111111111109,436.6666666666667,176.66666666666669
1980,410038,90,1,2,PERSONNUMMER,11.666666666666629,29.444444444444457,384.44444444444446,303.33333333333337
1980,410038,90,1,3,PERSONNUMMER,16.111111111111086,49.99947591781429,311.11163519329705,577.7777777777778
1986,12673,8,1,0,PERSONNUMMER,11.666666666666655,33.333333333333314,391.11111111111114,118.33333333333334
1986,12673,8,1,1,PERSONNUMMER,11.666666666666655,31.66666666666663,302.7772939707976,227.22222222222223
1986,7007,29,1,0,PERSONNUMMER,8.947368421052602,34.73684210526318,350.26315789473665,789.9999999999997
1986,14816,93,1,0,PERSONNUMMER,13.333333333333345,31.66666666666669,439.44444444444446,208.33333333333337
1986,14816,93,1,1,PERSONNUMMER,12.222222222222229,31.66666666666669,477.77777777777777,191.11111111111111
1984,12775,49,1,0,PERSONNUMMER,10.555555555555545,28.8888888888888,526.6666666666667,336.11111111111114
1984,12775,49,1,1,PERSONNUMMER,11.111111111111144,29.444444444444457,527.7777777777778,419.44444444444446
1984,12775,49,1,2,PERSONNUMMER,11.111111111111086,31.1111111111112,525.5555555555555,443.33333333333337
1986,4199,105,1,0,PERSONNUMMER,-14.642137311602454,-52.50038842078083,534.2861027064884,177.14231726941458
1986,4199,105,1,1,PERSONNUMMER,-14.64285714285714,-48.571428571428555,527.142857142857,266.7857142857142
1986,4199,105,1,2,PERSONNUMMER,-14.2857142857143,-38.92876563895932,475.0001942103871,636.0712936030667
1986,1509,82,1,0,PERSONNUMMER,8.68421052631578,36.842105263157805,543.4210526315787,300.2631578947367
1986,1509,82,1,1,PERSONNUMMER,8.947368421052659,30.26315789473688,548.6842105263155,408.42105263157873
1987,28581,105,1,0,PERSONNUMMER,11.111111111111114,30.55555555555549,505.5555555555556,175.55555555555557
1987,28581,105,1,1,PERSONNUMMER,9.444444444444429,29.4444444444444,506.11111111111114,187.7777777777778
1987,28581,105,1,2,PERSONNUMMER,10.0,31.11111111111109,505.0,260.0
1986,12595,90,1,0,PERSONNUMMER,8.42105263157896,35.26315789473682,137.63157894736835,185.5263157894736
1986,8471,74,1,0,PERSONNUMMER,9.999999999999943,35.0,538.5714285714284,258.21428571428567
1986,8471,74,1,1,PERSONNUMMER,10.357142857142806,35.000093681202245,544.6427634616541,333.9285714285706
1986,8471,74,2,2,PERSONNUMMER,-10.357142857142804,-35.00007026090214,60.35721311804498,263.9285714285706
1986,8471,74,2,3,PERSONNUMMER,-13.571428571428555,-35.7142857142857,54.642857142857125,341.78571428571416
1987,266,29,1,0,PERSONNUMMER,13.333333333333314,42.777777777777715,531.6666666666667,319.44444444444446
1987,266,29,1,1,PERSONNUMMER,15.0,38.888888888888914,532.7777777777778,427.22222222222223
1987,24712,106,1,0,PERSONNUMMER,11.428571428571416,36.0714285714285,509.28571428571416,239.99999999999991
1987,2603,97,1,0,PERSONNUMMER,13.888888888888886,39.44444444444446,431.11111111111114,161.11111111111111
1987,2603,97,1,1,PERSONNUMMER,13.333333333333345,37.22222222222223,322.77777777777777,234.44444444444449
1987,2603,97,1,2,PERSONNUMMER,13.888888888888886,38.88888888888886,343.8888888888889,216.11111111111111
1987,2603,97,1,3,PERSONNUMMER,20.0,64.99999999999997,252.7777777777778,765.0
1987,3758,21,1,0,PERSONNUMMER,10.555555555555545,37.77777777777783,515.0,141.66666666666669
1987,3758,21,1,1,PERSONNUMMER,14.444444444444455,36.66666666666663,532.7777777777778,562.7777777777778
1987,116,1,1,0,PERSONNUMMER,9.4736842105263,37.10526315789474,429.21052631578925,163.42105263157887
1987,116,1,1,1,PERSONNUMMER,8.94736842105263,33.68421052631578,394.73684210526295,236.05263157894728
1987,116,1,1,2,PERSONNUMMER,8.68421052631578,33.68421052631578,394.73684210526295,253.68421052631567
1987,116,1,1,3,PERSONNUMMER,12.368343894558892,51.57908486988321,444.4735467090651,629.4737613685996
1987,108656,8,1,0,PERSONNUMMER,9.4736842105263,28.947426596778385,465.52625761374793,215.26315789473688
1987,108656,8,1,1,PERSONNUMMER,9.210526315789464,30.526461228788435,543.4209071922648,215.52631578947393
1987,108656,8,3,2,PERSONNUMMER,8.68421052631578,35.0,493.15789473684185,141.3157894736841
1987,108656,8,3,3,PERSONNUMMER,9.21052631578948,42.10526315789474,500.5263157894735,180.78947368421044
1987,108656,8,3,4,PERSONNUMMER,8.421052631578931,41.31578947368422,501.0526315789471,193.6842105263157
1988,6332,43,1,0,PERSONNUMMER,12.777777777777771,43.88888888888886,336.11111111111114,141.11111111111111
1988,6332,43,1,1,PERSONNUMMER,10.555555555555545,45.0,357.22222222222223,189.44444444444449
1988,6332,43,1,2,PERSONNUMMER,8.888888888888886,43.33333333333337,357.22222222222223,214.44444444444449
1988,4589,51,1,0,PERSONNUMMER,13.333333333333314,36.66666666666663,455.5555555555556,150.55555555555557
1988,13914,101,1,0,PERSONNUMMER,11.111111111111086,32.22222222222223,463.33333333333337,316.6666666666667
1988,13914,101,1,1,PERSONNUMMER,10.0,32.77777777777777,474.44444444444446,426.6666666666667
1988,5513,106,1,0,PERSONNUMMER,12.777777777777771,35.55555555555554,537.7777777777778,321.6666666666667
1988,5513,106,1,1,PERSONNUMMER,9.444444444444455,37.222222222222285,544.4444444444445,431.6666666666667
1987,7294,79,1,0,PERSONNUMMER,12.222222222222229,37.77777777777777,477.22222222222223,170.0
1987,7294,79,1,1,PERSONNUMMER,11.111111111111114,36.666666666666686,110.0,207.22222222222223
1988,10346,49,1,0,PERSONNUMMER,10.555555555555555,37.222222222222285,500.0,95.55555555555556
1988,10346,49,1,1,PERSONNUMMER,10.555555555555545,36.666666666666686,332.77777777777777,647.7777777777778
1988,10346,49,1,2,PERSONNUMMER,12.777777777777828,38.33333333333334,222.7777777777778,755.5555555555555
1988,10346,49,1,3,PERSONNUMMER,10.0,39.44444444444446,499.44444444444446,756.1111111111112
1988,2197,31,1,0,PERSONNUMMER,11.666666666666655,36.111111111111086,466.11111111111114,237.7777777777778
1988,6812,105,1,0,PERSONNUMMER,11.111111111111086,38.333333333333314,441.11111111111114,161.66666666666669
1988,6812,105,1,1,PERSONNUMMER,11.666666666666655,37.77777777777777,435.0,251.11111111111111
1987,32962,100,1,0,PERSONNUMMER,12.777777777777771,31.66666666666663,427.7779641324058,215.55556128523617
1987,32962,100,2,1,PERSONNUMMER,10.0,33.333333333333314,279.99981364537206,448.333339063014
1989,7083,74,1,0,PERSONNUMMER,11.1111111111112,35.55555555555557,167.22222222222223,520.5555555555555
1989,7083,74,1,1,PERSONNUMMER,9.444444444444343,36.66666666666666,165.55555555555557,641.6666666666667
1988,73867,105,1,0,PERSONNUMMER,12.777777777777771,37.222222222222285,505.0,165.55555555555557
1988,73867,105,1,1,PERSONNUMMER,10.555555555555571,37.77777777777783,504.44444444444446,178.88888888888889
1988,73867,105,1,2,PERSONNUMMER,12.777777777777771,38.33333333333337,504.44444444444446,237.7777777777778
2016,772032,200,1,0,PERSONNUMMER,10.555555555555545,26.66666666666667,123.8888888888889,457.22222222222223
2016,772032,200,1,1,PERSONNUMMER,11.111111111111086,26.66666666666667,123.8888888888889,471.6666666666667
2016,772032,200,1,2,PERSONNUMMER,10.555555555555545,26.1111111111111,123.8888888888889,572.2222222222223
2016,772032,200,1,3,PERSONNUMMER,10.555555555555545,26.66666666666667,123.8888888888889,589.4444444444445
2016,850623,200,1,0,PERSONNUMMER,11.111111111111086,30.555555555555543,448.8888888888889,182.7777777777778
2016,850623,200,1,1,PERSONNUMMER,12.777777777777771,30.5555555555556,448.88926159814497,211.66666093698615
2018,550204,200,1,0,PERSONNUMMER,18.333333333333343,43.888888888888914,451.6666666666667,177.22222222222223
2018,550204,200,2,1,PERSONNUMMER,16.66676953674168,43.33333333333341,503.88888888888874,456.1110082410361
2018,498101,200,1,0,PERSONNUMMER,10.0,29.444444444444457,470.0,221.11111111111111
2018,498101,200,1,1,PERSONNUMMER,10.000000000000028,30.555555555555543,469.44481715370046,237.77778923713885
2017,46784,201,1,0,PERSONNUMMER,9.5,30.0,397.5,260.5
2017,46784,201,1,1,PERSONNUMMER,8.5,30.0,225.0,469.5
2017,46784,201,1,2,PERSONNUMMER,9.0,30.5,111.5,539.0
2019,868222,200,1,0,PERSONNUMMER,11.111111111111114,31.66666666666663,532.2222222222223,215.55555555555557
2019,868222,200,1,1,PERSONNUMMER,10.555555555555545,31.11111111111109,532.2222222222223,239.44444444444449
2022,881123,200,1,0,PERSONNUMMER,11.666666666666686,27.22222222222223,403.3331284534088,295.0001583161013
2022,881123,200,1,1,PERSONNUMMER,13.333333333333371,26.666666666666657,207.22222222222223,564.4444444444445
2022,881123,200,1,2,PERSONNUMMER,10.0,27.22222222222223,75.55555555555556,668.3333333333334
2022,831414,200,1,0,PERSONNUMMER,12.222222222222229,26.66666666666669,403.8888888888889,285.55555555555554
2022,831414,200,1,1,PERSONNUMMER,12.222222222222229,26.111111111111143,404.44423956451993,301.66650835056544
2022,831414,200,1,2,PERSONNUMMER,12.777777777777828,26.11111111111111,207.22222222222223,581.1111111111111
2022,831414,200,1,3,PERSONNUMMER,11.666666666666629,26.11111111111109,207.22201734229768,597.2222222222224
2022,831414,200,1,4,PERSONNUMMER,12.222222222222172,26.66666666666667,76.11111111111111,692.7774611455753
2022,831414,200,1,5,PERSONNUMMER,12.222222222222284,27.22222222222223,75.55555555555557,723.8885722566866
2023,42200,200,1,0,PERSONNUMMER,11.666666666666629,26.11111111111109,403.8888888888889,268.33333333333337
2023,42200,200,1,1,PERSONNUMMER,10.555555555555545,26.66666666666669,206.11111111111111,548.8888888888889
2023,42200,200,1,2,PERSONNUMMER,10.0,27.22222222222223,75.55555555555556,676.6666666666667
2023,38351,200,1,0,PERSONNUMMER,10.5,28.0,403.0,287.5
2023,38351,200,1,1,PERSONNUMMER,11.0,28.5,207.0,614.5
2023,38351,200,1,2,PERSONNUMMER,9.5,26.0,76.0,727.0
1988,2613,52,1,0,PERSONNUMMER,8.68421052631578,35.526315789473756,534.473684210526,300.2631578947367
1988,2613,52,1,1,PERSONNUMMER,8.68421052631578,34.47368421052636,535.2631578947365,408.42105263157873
